Description_BF,CVE_ID,label_bf,y_predicted,predicted_label,ACC,BFDN,BFCU,BFFX,BFBT,BFSD,BFWD,Unnamed: 12,Description_AF,label_af,y_predicted.1,predicted_label.1,ACC.1,AFCB,AFC,AFBC,AFCF,AFAM,AFF,AFR,AFMS,AFMC,AFDN,AFA,AFMO,AFCN,AFP,AFLH,AFPP,Unnamed: 34,Description_CL,label_cl,predict,label_predict,ACC.2,CLBO,CLBU,CLNP,CLSF,CLOOA,CLUAF,CLCT,CLAV,CLIL,CLML,CLOBO,CLAC,CLDS,CLFR,CLTP,Exist_in_excel
Heap-based buffer overflow in the xmlParseXmlDecl function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service via unspecified vectors related to extracting errors after an encoding conversion failure.,CVE-2015-7498,4,negative,4,1,0,0,0,0,0,0,,Heap-based buffer overflow in the xmlParseXmlDecl function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service via unspecified vectors related to extracting errors after an encoding conversion failure.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heap-based buffer overflow in the xmlParseXmlDecl function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service via unspecified vectors related to extracting errors after an encoding conversion failure.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,TRUE
"Heap-based buffer overflow in the xmlStrncat function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted XML document.",CVE-2016-1834,4,negative,4,1,0,0,0,0,0,0,,"Heap-based buffer overflow in the xmlStrncat function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted XML document.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Heap-based buffer overflow in the xmlStrncat function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted XML document.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
Heap-based buffer overread in htmlCurrentChar.,CVE-2016-1833,4,negative,4,1,0,0,0,0,0,0,,Heap-based buffer overread in htmlCurrentChar.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heap-based buffer overread in htmlCurrentChar.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Heap-based buffer overread in xmlDictAddString.,CVE-2016-1839,4,negative,4,1,0,0,0,0,0,0,,Heap-based buffer overread in xmlDictAddString.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heap-based buffer overread in xmlDictAddString.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Heap-based buffer overread in xmlDictAddString.,CVE-2016-1839,4,negative,4,1,0,0,0,0,0,0,,Heap-based buffer overread in xmlDictAddString.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heap-based buffer overread in xmlDictAddString.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Heap-based buffer overread in xmlNextChar.,CVE-2016-1762,4,negative,4,1,0,0,0,0,0,0,,Heap-based buffer overread in xmlNextChar.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heap-based buffer overread in xmlNextChar.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Heap-based buffer overread in xmlParserPrintFileContextInternal.,CVE-2016-1838,4,negative,4,1,0,0,0,0,0,0,,Heap-based buffer overread in xmlParserPrintFileContextInternal.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heap-based buffer overread in xmlParserPrintFileContextInternal.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Heap-based buffer underflow in the xmlParseAttValueComplex function in parser.c in libxml2 2.9.0 and earlier, as used in Google Chrome before 23.0.1271.91 and other products, allows remote attackers to cause a denial of service or possibly execute arbitrary code via crafted entities in an XML document.",CVE-2012-5134,4,negative,4,1,0,0,0,0,0,0,,"Heap-based buffer underflow in the xmlParseAttValueComplex function in parser.c in libxml2 2.9.0 and earlier, as used in Google Chrome before 23.0.1271.91 and other products, allows remote attackers to cause a denial of service or possibly execute arbitrary code via crafted entities in an XML document.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Heap-based buffer underflow in the xmlParseAttValueComplex function in parser.c in libxml2 2.9.0 and earlier, as used in Google Chrome before 23.0.1271.91 and other products, allows remote attackers to cause a denial of service or possibly execute arbitrary code via crafted entities in an XML document.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
Heap-based buffer-underreads due to xmlParseName.,CVE-2016-4447,4,negative,4,1,0,0,0,0,0,0,,Heap-based buffer-underreads due to xmlParseName.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heap-based buffer-underreads due to xmlParseName.,3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
heap-buffer-overflow in xmlFAParsePosCharGroup.,CVE-2016-1840,4,negative,4,1,0,0,0,0,0,0,,heap-buffer-overflow in xmlFAParsePosCharGroup.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,heap-buffer-overflow in xmlFAParsePosCharGroup.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
heap-buffer-overflow in xmlStrncat <https://bugzilla.gnome.org/show_bug.cgi?id=763071>.,CVE-2016-1834,4,negative,4,1,0,0,0,0,0,0,,heap-buffer-overflow in xmlStrncat <https://bugzilla.gnome.org/show_bug.cgi?id=763071>.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,heap-buffer-overflow in xmlStrncat <https://bugzilla.gnome.org/show_bug.cgi?id=763071>.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Here's the stack trace from address sanitizer.,CVE-2015-8317,4,negative,4,1,0,0,0,0,0,0,,Here's the stack trace from address sanitizer.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Here's the stack trace from address sanitizer.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Hey, There appears to be an out-of-bounds read in libxml2 (2.9.2).",CVE-2015-7941,4,negative,4,1,0,0,0,0,0,0,,"Hey, There appears to be an out-of-bounds read in libxml2 (2.9.2).",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hey, There appears to be an out-of-bounds read in libxml2 (2.9.2).",3,positive,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint /path/to/file""): =================================================================.",CVE-2016-1838,4,negative,4,1,0,0,0,0,0,0,,"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint /path/to/file""): =================================================================.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint /path/to/file""): =================================================================.",4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint --html /path/to/file""): =================================================================.",CVE-2016-1833,4,negative,4,1,0,0,0,0,0,0,,"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint --html /path/to/file""): =================================================================.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint --html /path/to/file""): =================================================================.",4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint --html /path/to/file""): =================================================================.",CVE-2016-1833,4,negative,4,1,0,0,0,0,0,0,,"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint --html /path/to/file""): =================================================================.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hi, The following crash due to a heap-based out-of-bounds memory read can be observed in an ASAN build of latest stable libxml2 (2.9.3, released 4 days ago), by feeding a malformed file to xmllint (""$ ./xmllint --html /path/to/file""): =================================================================.",4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Hi, The following heap overread can be observed on an ASAN build of the latest Libxml2 stable release version 2.9.3: $ ./xmllint c01_id0051.min =================================================================.",CVE-2016-1762,4,negative,4,1,0,0,0,0,0,0,,"Hi, The following heap overread can be observed on an ASAN build of the latest Libxml2 stable release version 2.9.3: $ ./xmllint c01_id0051.min =================================================================.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hi, The following heap overread can be observed on an ASAN build of the latest Libxml2 stable release version 2.9.3: $ ./xmllint c01_id0051.min =================================================================.",4,positive,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Hi, The following heap use-after-free observed on an ASAN build of the latest Libxml2 version 2.9.3: $ ./xmllint c02_id0.raw.",CVE-2016-1835,4,negative,4,1,0,0,0,0,0,0,,"Hi, The following heap use-after-free observed on an ASAN build of the latest Libxml2 version 2.9.3: $ ./xmllint c02_id0.raw.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hi, The following heap use-after-free observed on an ASAN build of the latest Libxml2 version 2.9.3: $ ./xmllint c02_id0.raw.",4,positive,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
"Hi, we found a global-buffer-overflow in xmlEncodeEntitiesInternal at libxml2/entities.c:583.",CVE-2020-24977,4,negative,4,1,0,0,0,0,0,0,,"Hi, we found a global-buffer-overflow in xmlEncodeEntitiesInternal at libxml2/entities.c:583.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hi, we found a global-buffer-overflow in xmlEncodeEntitiesInternal at libxml2/entities.c:583.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Hi, we found a global-buffer-overflow in xmlEncodeEntitiesInternal at libxml2/entities.c:583. version: commit 8e7c20a1 (20910-GITv2.9.10-103-g8e7c20a1) How to reproduce: build libxml2 with ASAN.",CVE-2020-24977,4,negative,4,1,0,0,0,0,0,0,,"Hi, we found a global-buffer-overflow in xmlEncodeEntitiesInternal at libxml2/entities.c:583. version: commit 8e7c20a1 (20910-GITv2.9.10-103-g8e7c20a1) How to reproduce: build libxml2 with ASAN.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hi, we found a global-buffer-overflow in xmlEncodeEntitiesInternal at libxml2/entities.c:583. version: commit 8e7c20a1 (20910-GITv2.9.10-103-g8e7c20a1) How to reproduce: build libxml2 with ASAN.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
https://bugzilla.gnome.org/show_bug.cgi?id=690202.,CVE-2013-1969,4,positive,1,0,0,0,0,0,0,0,,https://bugzilla.gnome.org/show_bug.cgi?id=690202.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://bugzilla.gnome.org/show_bug.cgi?id=690202.,4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"I think the fundamental problem is that a lot of the code assumes 0 terminated buffers, the problem is that the HTML parser there forgot to check for the termination when reading the 2 first characters in the comment.",CVE-2015-8710,4,positive,1,0,0,0,0,0,0,0,,"I think the fundamental problem is that a lot of the code assumes 0 terminated buffers, the problem is that the HTML parser there forgot to check for the termination when reading the 2 first characters in the comment.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"I think the fundamental problem is that a lot of the code assumes 0 terminated buffers, the problem is that the HTML parser there forgot to check for the termination when reading the 2 first characters in the comment.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"ibxml2 2.9.2 does not properly stop parsing invalid input, which allows context-dependent attackers to cause a denial of service (out-of-bounds read and libxml2 crash) via crafted XML data to the (1) xmlParseEntityDecl or (2) xmlParseConditionalSections function in parser.c, as demonstrated by non-terminated entities.",CVE-2015-7941,4,positive,1,0,0,0,0,0,0,0,,"ibxml2 2.9.2 does not properly stop parsing invalid input, which allows context-dependent attackers to cause a denial of service (out-of-bounds read and libxml2 crash) via crafted XML data to the (1) xmlParseEntityDecl or (2) xmlParseConditionalSections function in parser.c, as demonstrated by non-terminated entities.",2,negative,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,"ibxml2 2.9.2 does not properly stop parsing invalid input, which allows context-dependent attackers to cause a denial of service (out-of-bounds read and libxml2 crash) via crafted XML data to the (1) xmlParseEntityDecl or (2) xmlParseConditionalSections function in parser.c, as demonstrated by non-terminated entities.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"If an untrusted XML document was parsed in recovery mode and post-validated, the flaw could be used to crash the application.",CVE-2021-3537,4,positive,1,0,0,0,0,0,0,1,,"If an untrusted XML document was parsed in recovery mode and post-validated, the flaw could be used to crash the application.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"If an untrusted XML document was parsed in recovery mode and post-validated, the flaw could be used to crash the application.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
"If entities expansion in the XML parser is asked for, it is possble to craft relatively small input document leading to excessive on-the-fly content generation.",CVE-2013-0338,4,positive,1,0,0,0,0,0,0,0,,"If entities expansion in the XML parser is asked for, it is possble to craft relatively small input document leading to excessive on-the-fly content generation.",2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"If entities expansion in the XML parser is asked for, it is possble to craft relatively small input document leading to excessive on-the-fly content generation.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
if not stop everything we have an internal state error.,CVE-2015-7499,4,positive,1,0,0,0,0,0,0,0,,if not stop everything we have an internal state error.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,if not stop everything we have an internal state error.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"If the option --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file.",CVE-2018-14567,4,positive,1,0,0,0,0,0,0,0,,"If the option --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"If the option --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file.",3,positive,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,TRUE
If the string is not properly terminated do not try to convert to the given encoding.,CVE-2015-8317,4,positive,1,0,1,0,0,0,0,0,,If the string is not properly terminated do not try to convert to the given encoding.,2,positive,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,If the string is not properly terminated do not try to convert to the given encoding.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"If the XPath stack is corrupted, for example by a misbehaving extension function, the ""and"" and ""or"" XPath operators could dereference NULL pointers.",CVE-2018-14404,4,positive,1,0,0,0,0,0,0,0,,"If the XPath stack is corrupted, for example by a misbehaving extension function, the ""and"" and ""or"" XPath operators could dereference NULL pointers.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"If the XPath stack is corrupted, for example by a misbehaving extension function, the ""and"" and ""or"" XPath operators could dereference NULL pointers.",3,positive,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
I'll upload the backtrace and memory examination shortly.,CVE-2013-1969,4,negative,4,1,0,0,0,0,0,0,,I'll upload the backtrace and memory examination shortly.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,I'll upload the backtrace and memory examination shortly.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Increase buffer space for port in HTTP redirect support,CVE-2017-7376,4,negative,4,1,0,0,0,0,0,0,,Increase buffer space for port in HTTP redirect support,2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Increase buffer space for port in HTTP redirect support,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Increase buffer space for port in HTTP redirect support.,CVE-2017-7376,4,negative,4,1,0,0,0,0,0,0,,Increase buffer space for port in HTTP redirect support.,2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Increase buffer space for port in HTTP redirect support.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Integer overflow in xpath.c in libxml2 2.6.x through 2.6.32 and 2.7.x through 2.7.8, and libxml 1.8.16 and earlier, allows context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted XML file that triggers a heap-based buffer overflow when adding a new namespace node, related to handling of XPath expressions.",CVE-2011-1944,4,negative,4,1,0,0,0,0,0,0,,"Integer overflow in xpath.c in libxml2 2.6.x through 2.6.32 and 2.7.x through 2.7.8, and libxml 1.8.16 and earlier, allows context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted XML file that triggers a heap-based buffer overflow when adding a new namespace node, related to handling of XPath expressions.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Integer overflow in xpath.c in libxml2 2.6.x through 2.6.32 and 2.7.x through 2.7.8, and libxml 1.8.16 and earlier, allows context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted XML file that triggers a heap-based buffer overflow when adding a new namespace node, related to handling of XPath expressions.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
It affects all versions.,CVE-2016-4483,4,negative,4,1,0,0,0,0,0,0,,It affects all versions.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,It affects all versions.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"It also affects chrome (and I assume safari too), but it's only a client side tab crash for browsers.",CVE-2018-14404,4,negative,4,1,0,0,0,0,0,0,,"It also affects chrome (and I assume safari too), but it's only a client side tab crash for browsers.",4,negative,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"It also affects chrome (and I assume safari too), but it's only a client side tab crash for browsers.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
it can be bypassed as usual with the HUGE parser option.,CVE-2013-0338,4,negative,4,1,0,0,0,0,0,0,,it can be bypassed as usual with the HUGE parser option.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,it can be bypassed as usual with the HUGE parser option.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
It does indeed cause memory corruption and affects all versions from table to latest dev.,CVE-2010-4494,4,negative,4,1,0,0,0,0,0,0,,It does indeed cause memory corruption and affects all versions from table to latest dev.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,It does indeed cause memory corruption and affects all versions from table to latest dev.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"It is possible to trigger a stack overflow using a carefully crafted invalid xml file, the stack overflow occurs before libxml2 determines the xml file is invalid.",CVE-2016-3705,4,positive,1,0,0,0,0,0,0,0,,"It is possible to trigger a stack overflow using a carefully crafted invalid xml file, the stack overflow occurs before libxml2 determines the xml file is invalid.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"It is possible to trigger a stack overflow using a carefully crafted invalid xml file, the stack overflow occurs before libxml2 determines the xml file is invalid.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
